category,user_id,filename,r2_key,r2_url,db_type,db_id,original_drive_url,timestamp
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250607_033216.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_033216.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_033216.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250607_033409.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_033409.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_033409.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250607_193823.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_193823.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_193823.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250607_193951.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_193951.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_193951.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250607_205820.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_205820.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_205820.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250607_210204.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_210204.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_210204.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250607_211153.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_211153.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_211153.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250607_232610.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_232610.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_232610.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250607_232915.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_232915.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250607_232915.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250608_055928.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250608_055928.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250608_055928.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250608_162820.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250608_162820.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250608_162820.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250608_213916.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250608_213916.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250608_213916.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250608_214037.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250608_214037.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250608_214037.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250608_233724.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250608_233724.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250608_233724.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250609_075155.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_075155.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_075155.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250609_124155.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_124155.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_124155.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250609_124823.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_124823.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_124823.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250609_130902.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_130902.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_130902.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250609_131055.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_131055.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_131055.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250609_133442.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_133442.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_133442.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250609_173139.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_173139.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250609_173139.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250610_004653.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_004653.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_004653.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250610_004832.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_004832.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_004832.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250610_005029.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_005029.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_005029.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250610_015554.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_015554.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_015554.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250610_015814.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_015814.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_015814.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250610_020332.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_020332.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_020332.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250610_021920.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_021920.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_021920.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250610_031238.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_031238.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_031238.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250610_070623.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_070623.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250610_070623.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250613_092212.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250613_092212.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250613_092212.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250613_092525.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250613_092525.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250613_092525.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250614_152927.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_152927.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_152927.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250614_153524.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_153524.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_153524.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250614_155523.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_155523.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_155523.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250614_161056.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_161056.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_161056.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250614_171759.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_171759.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_171759.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250614_172809.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_172809.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_172809.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250614_184627.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_184627.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_184627.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250614_185049.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_185049.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250614_185049.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250615_085401.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250615_085401.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250615_085401.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250615_094657.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250615_094657.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250615_094657.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250615_094934.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250615_094934.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250615_094934.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250615_113922.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250615_113922.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250615_113922.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250615_164854.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250615_164854.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250615_164854.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250615_192329.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250615_192329.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250615_192329.wav,,,,
tts_audio,U61539d6d1bd2f05b77ea99c84332ce93,U61539d6d1bd2f05b77ea99c84332ce93_20250616_091726.wav,tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250616_091726.wav,https://7c14fdde93c85ff60383f8ba066ddcf6.r2.cloudflarestorage.com/mededbot/tts_audio/U61539d6d1bd2f05b77ea99c84332ce93/U61539d6d1bd2f05b77ea99c84332ce93_20250616_091726.wav,,,,
